Pulsed/ Streaming,FTSE Index ,FTSE Code,Base Currency,PDG,Bloomberg Ticker- Total Return,Bloomberg Ticker- Net Return,Bloomberg Ticker- Price Return,RIC Code - Total Return,RIC Code - Net Return,RIC Codes - Price Return
P,FTSE China A 600 Alternative Energy Index,XIN4601020,CNY,PDG5,-,-,XA058,-,-,.FTXIN4601020
P,FTSE China A 600 Automobiles and Parts Index,XIN4401010,CNY,PDG5,-,-,XA31,-,-,.FTXIN4401010
P,FTSE China A 600 Banks Index,XIN4301010,CNY,PDG5,-,-,XA81,-,-,.FTXIN4301010
P,FTSE China A 600 Basic Materials Index,XIN455,CNY,PDG5,-,-,XA10,-,-,.FTXIN455
P,FTSE China A 600 Beverages Index,XIN4451010,CNY,PDG5,-,-,XA41,-,-,.FTXIN4451010
P,FTSE China A 600 Chemicals Index,XIN4552010,CNY,PDG5,-,-,XA11,-,-,.FTXIN4552010
P,FTSE China A 600 Construction and Materials Index,XIN4501010,CNY,PDG5,-,-,XA13,-,-,.FTXIN4501010
P,FTSE China A 600 Consumer Discretionary Index,XIN440,CNY,PDG5,-,-,XA50,-,-,.FTXIN440
P,FTSE China A 600 Consumer Staples Index,XIN445,CNY,PDG5,-,-,XA30,-,-,.FTXIN445
P,FTSE China A 600 Electricity Index,XIN4651010,CNY,PDG5,-,-,XA72,-,-,.FTXIN4651010
P,FTSE China A 600 Electronic and Electrical Equipment Index,XIN4502020,CNY,PDG5,-,-,XA25,-,-,.FTXIN4502020
P,FTSE China A 600 Energy Index,XIN460,CNY,PDG5,-,-,XA00,-,-,.FTXIN460
P,FTSE China A 600 Finance and Credit Services Index,XIN4302010,CNY,PDG5,-,-,XA87,-,-,.FTXIN4302010
P,FTSE China A 600 Financials Index,XIN430,CNY,PDG5,-,-,XA80,-,-,.FTXIN430
P,FTSE China A 600 Food Producers Index,XIN4451020,CNY,PDG5,-,-,XA43,-,-,.FTXIN4451020
P,"FTSE China A 600 Gas, Water and Multi-utilities Index",XIN4651020,CNY,PDG5,-,-,XA77,-,-,.FTXIN4651020
P,FTSE China A 600 General Industrials Index,XIN4502030,CNY,PDG5,-,-,XA24,-,-,.FTXIN4502030
P,FTSE China A 600 Health Care Index,XIN420,CNY,PDG5,-,-,XA40,-,-,.FTXIN420
P,FTSE China A 600 Health Care Providers Index,XIN4201010,CNY,PDG5,-,-,-,-,-,.FTXIN4201010
P,FTSE China A 600 Household Goods and Home Construction Index,XIN4402020,CNY,PDG5,-,-,XIN43720,-,-,.FTXIN4402020
P,FTSE China A 600 Index,XIN4,CNY,PDG5,-,-,XIN4I Index ,-,-,.FTXIA600
P,FTSE China A 600 Industrial Engineering Index,XIN4502040,CNY,PDG5,-,-,XA26,-,-,.FTXIN4502040
P,FTSE China A 600 Industrial Materials Index,XIN4551010,CNY,PDG5,-,-,XA15,-,-,.FTXIN4551010
P,FTSE China A 600 Industrial Metals and Mining Index,XIN4551020,CNY,PDG5,-,-,XA18,-,-,.FTXIN4551020
P,FTSE China A 600 Industrial Support Services Index,XIN4502050,CNY,PDG5,-,-,XA58,-,-,.FTXIN4502050
P,FTSE China A 600 Industrial Transportation Index,XIN4502060,CNY,PDG5,-,-,XA59,-,-,.FTXIN4502060
P,FTSE China A 600 Industrials Index,XIN450,CNY,PDG5,-,-,XA21,-,-,.FTXIN450
P,FTSE China A 600 Investment Banking and Brokerage Services Index,XIN4302020,CNY,PDG5,-,-,-,-,-,.FTXIN4302020
P,FTSE China A 600 Leisure Goods Index,XIN4402030,CNY,PDG5,-,-,XA34,-,-,.FTXIN4402030
P,FTSE China A 600 Life Insurance Index,XIN4303010,CNY,PDG5,-,-,XA84,-,-,.FTXIN4303010
P,FTSE China A 600 Media Index,XIN4403010,CNY,PDG5,-,-,XA54,-,-,.FTXIN4403010
P,FTSE China A 600 Medical Equipment and Services Index,XIN4201020,CNY,PDG5,-,-,XA44,-,-,.FTXIN4201020
P,FTSE China A 600 Nonlife Insurance Index,XIN4303020,CNY,PDG5,-,-,XA83,-,-,.FTXIN4303020
P,"FTSE China A 600 Oil, Gas and Coal Index",XIN4601010,CNY,PDG5,-,-,XA07,-,-,.FTXIN4601010
P,"FTSE China A 600 Personal Care, Drug and Grocery Stores Index",XIN4452010,CNY,PDG5,-,-,XA63,-,-,.FTXIN4452010
P,FTSE China A 600 Personal Goods Index,XIN4402040,CNY,PDG5,-,-,XA47,-,-,.FTXIN4402040
P,FTSE China A 600 Pharmaceuticals and Biotechnology Index,XIN4201030,CNY,PDG5,-,-,XA48,-,-,.FTXIN4201030
P,FTSE China A 600 Precious Metals and Mining Index,XIN4551030,CNY,PDG5,-,-,XA04,-,-,.FTXIN4551030
P,FTSE China A 600 Real Estate Index,XIN435,CNY,PDG5,-,-,-,-,-,.FTXIN435
P,FTSE China A 600 Real Estate Investment and Services Index,XIN4351010,CNY,PDG5,-,-,XA863,-,-,.FTXIN4351010
P,FTSE China A 600 Retailers Index,XIN4404010,CNY,PDG5,-,-,XA52,-,-,.FTXIN4404010
P,FTSE China A 600 Software and Computer Services Index,XIN4101010,CNY,PDG5,-,-,XA93,-,-,.FTXIN4101010
P,FTSE China A 600 Technology Hardware and Equipment Index,XIN4101020,CNY,PDG5,-,-,XA97,-,-,.FTXIN4101020
P,FTSE China A 600 Technology Index,XIN410,CNY,PDG5,-,-,XA90,-,-,.FTXIN410
P,FTSE China A 600 Telecommunications Equipment Index,XIN4151010,CNY,PDG5,-,-,-,-,-,.FTXIN4151010
P,FTSE China A 600 Telecommunications Index,XIN415,CNY,PDG5,-,-,XA60,-,-,.FTXIN415
P,FTSE China A 600 Telecommunications Service Providers Index,XIN4151020,CNY,PDG5,-,-,XIN46570,-,-,.FTXIN4151020
P,FTSE China A 600 Travel and Leisure Index,XIN4405010,CNY,PDG5,-,-,XA53,-,-,.FTXIN4405010
P,FTSE China A 600 Utilities Index,XIN465,CNY,PDG5,-,-,XA70,-,-,.FTXIN465
P,FTSE China A 600 Waste and Disposal Services Index,XIN4651030,CNY,PDG5,-,-,-,-,-,.FTXIN4651030
S,FTSE China A Net Tax Index ,FQCAN,CNY,PDG105,-,-,FQCAN,.TRIFQCAN,-,-
S,FTSE China A Net Tax USD Index,FQCANU,USD ,PDG105,-,FQCANU,-,-,.TRIFQCANU,.FTFQCANU
S,FTSE China A Stock Connect CNY Index,FCASC,CNY,PDG105,-,-,-,.TRIFCASC,-,.FTFCASC
S,FTSE China A Stock Connect CNY Net Tax Index,FCASCN,CNY,PDG105,-,FCASCN,-,-,.TRIFCASCN,-
S,FTSE China A50 Index,XIN9,CNH,PDG105,-,-,XIN9I Index,.TRIXIN9,-,.FTXIN9
S,FTSE China A50 Net Index ,XINA50N,CNH,PDG105,-,-,XINA50NC,-,-,TRIXINA50N
S,FTSE China A50 Net Tax AUD Index,XINA50AN,AUD,PDG105,-,XINA50AN,-,-,.TRIXINA50AN,-
S,FTSE China A50 Shariah Index,GPCSSA50,CNH,PDG105,GPCSSA50,-,-,.TRIGPCSSA50,-,.FTGPCSSA50
S,FTSE China A-H 50 Index,FCAH50,CNH,PDG101,FCAH50TR Index,-,FCAH50P Index,.TRIFCAH50,-,.FTFCAH50
P,FTSE China Blue Chip Value 100 Index,XINBV,CNY,PDG5,-,-,XINBV Index,-,-,.FTXINBV
P,FTSE China H Share Index,XINH,HKD,PDG5,-,-,XINH Index ,-,-,.FTXINH
S,FTSE China Incl A 25% Technology Capped Index,FCATC,USD,PDG101,-,-,-,.TRIFCATC,-,.FTFCATC
S,FTSE China Incl A 25% Technology Capped Net Tax (US RIC) Index,FCATCR,USD,PDG101,-,-,-,-,.TRIFCATCR,-
P,FTSE China Index,WICHN,HKD,PDG1,FTL3CH,-,WICHN Index,-,-,.FTWICHNL
P,FTSE China- Oil Equipment Services & Distribution ,XIN40570,CNY,PDG5,-,-,XIN40570 Index ,-,-,.FTXIN40570
S,FTSE China Quality Dividend Sustainable Prosperity Net Tax Index,GPCCH005,HKD,PDG101,-,GPCCH5NR,-,-,.TRIGPCCH005,-
S,FTSE China RIC Capped Index,FTCRCHN,USD ,PDG101,-,-,-,.TRIFTCRCHN,-,.FTFTCRCHN
S,FTSE China RIC Capped Net Tax Index,FTCRCHNN,USD,PDG101,-,-,-,-,.TRIFTCRCHNN,-
S,FTSE China SOE Sustainable Prosperity Index,GPCCH003,CNY,PDG101,-,-,-,.TRIGPCCH003,-,.FTGPCCH003
P,FTSE CNBC Asia 100 Basic Materials Index,FCNBCA55,USD,PDG1,-,-,FCNBCA1,-,-,.FTFCNBCA55
P,FTSE CNBC Asia 100 Consumer Discretionary Index,FCNBCA40,USD,PDG1,-,-,FCNBCA5,-,-,.FTFCNBCA40
P,FTSE CNBC Asia 100 Consumer Staples Index,FCNBCA45,USD,PDG1,-,-,FCNBCA3,-,-,.FTFCNBCA45
P,FTSE CNBC Asia 100 Energy Index,FCNBCA60,USD,PDG1,-,-,FCNBCA01,-,-,.FTFCNBCA60
P,FTSE CNBC Asia 100 Financials Index,FCNBCA30,USD,PDG1,-,-,FCNBCA8,-,-,.FTFCNBCA30
P,FTSE CNBC Asia 100 Health Care Index,FCNBCA20,USD,PDG1,-,-,FCNBCA4,-,-,.FTFCNBCA20
P,FTSE CNBC Asia 100 Index,FCNBCA,USD,PDG1,-,-,FCNBCA Index,-,-,.FTFCNBCA
P,FTSE CNBC Asia 100 Industrials Index,FCNBCA50,USD,PDG1,-,-,FCNBCA2,-,-,.FTFCNBCA50
P,FTSE CNBC Asia 100 Real Estate Index,FCNBCA35,USD,PDG1,-,-,-,-,-,.FTFCNBCA35
P,FTSE CNBC Asia 100 Technology Index,FCNBCA10,USD,PDG1,-,-,FCNBCA9,-,-,.FTFCNBCA10
P,FTSE CNBC Asia 100 Telecommunications Index,FCNBCA15,USD,PDG1,-,-,FCNBCA6,-,-,.FTFCNBCA15
P,FTSE CNBC Asia 100 Utilities Index,FCNBCA65,USD,PDG1,-,-,FCNBCA7,-,-,.FTFCNBCA65
P,FTSE CNBC Global 300 Automobiles and Parts Index,FCNBCG4010,USD,PDG1,-,-,CNBC3300,-,-,.FTFCNBCG4010
P,FTSE CNBC Global 300 Banks Index,FCNBCG3010,USD,PDG1,-,-,CNBC8300,-,-,.FTFCNBCG3010
P,FTSE CNBC Global 300 Basic Resources Index,FCNBCG5510,USD,PDG1,-,-,CNBC1700,-,-,.FTFCNBCG5510
P,FTSE CNBC Global 300 Chemicals Index,FCNBCG5520,USD,PDG1,-,-,CNBC1300,-,-,.FTFCNBCG5520
P,FTSE CNBC Global 300 Construction and Materials Index,FCNBCG5010,USD,PDG1,-,-,CNBC2300,-,-,.FTFCNBCG5010
P,FTSE CNBC Global 300 Consumer Products and Services Index,FCNBCG4020,USD,PDG1,-,-,-,-,-,.FTFCNBCG4020
P,FTSE CNBC Global 300 Energy Index,FCNBCG6010,USD,PDG1,-,-,CNBC0500,-,-,.FTFCNBCG6010
P,FTSE CNBC Global 300 Financial Services Index,FCNBCG3020,USD,PDG1,-,-,CNBC8700,-,-,.FTFCNBCG3020
P,"FTSE CNBC Global 300 Food, Beverage and Tobacco Index",FCNBCG4510,USD,PDG1,-,-,CNBC3500,-,-,.FTFCNBCG4510
P,FTSE CNBC Global 300 Health Care Index,FCNBCG2010,USD,PDG1,-,-,CNBC4500,-,-,.FTFCNBCG2010
P,FTSE CNBC Global 300 Industrial Goods and Services Index,FCNBCG5020,USD,PDG1,-,-,CNBC2700,-,-,.FTFCNBCG5020
P,FTSE CNBC Global 300 Insurance Index,FCNBCG3030,USD,PDG1,-,-,CNBC8500,-,-,.FTFCNBCG3030
P,FTSE CNBC Global 300 Media Index,FCNBCG4030,USD,PDG1,-,-,CNBC5500,-,-,.FTFCNBCG4030
P,"FTSE CNBC Global 300 Personal Care, Drug and Grocery Stores Index",FCNBCG4520,USD,PDG1,-,-,CNBC3700,-,-,.FTFCNBCG4520
P,FTSE CNBC Global 300 Real Estate Index,FCNBCG3510,USD,PDG1,-,-,CNBC8600,-,-,.FTFCNBCG3510
P,FTSE CNBC Global 300 Retail Index,FCNBCG4040,USD,PDG1,-,-,CNBC5300,-,-,.FTFCNBCG4040
P,FTSE CNBC Global 300 Technology Index,FCNBCG1010,USD,PDG1,-,-,CNBC9500,-,-,.FTFCNBCG1010
P,FTSE CNBC Global 300 Telecommunications Index,FCNBCG1510,USD,PDG1,-,-,CNBC6500,-,-,.FTFCNBCG1510
P,FTSE CNBC Global 300 Travel and Leisure Index,FCNBCG4050,USD,PDG1,-,-,CNBC5700,-,-,.FTFCNBCG4050
P,FTSE CNBC Global 300 Utilities Index,FCNBCG6510,USD,PDG1,-,-,CNBC7500,-,-,.FTFCNBCG6510
P,FTSE CSE Morocco 15 Index,FCSE,MAD,PDG1,-,-,FFCSE Index,-,-,.FTFCSE
P,FTSE CSE Morocco All-Liquid Index,FCSELIQ,MAD,PDG1,-,-,FCSELIQ Index ,-,-,.FTFCSELIQ
S,FTSE Custom China 50 CAD Index,GPBGI028,CAD,PDG101,-,-,GPBGI028,.TRIGPBGI028,-,.FTGPBGI028
P,FTSE Czech Republic Index,WICZH,CZK,PDG1,FTL3CZ,-,WICZH Index,-,-,.FTWICZHL
P,FTSE Denmark 20 Index,NDKX,DKK,PDG1,-,-,NDKX Index,-,-,.FTNDKX
P,FTSE Denmark Index,WIDEN,DKK,PDG1,FTL3DE,-,WIDEN Index,-,-,.FTWIDENL
P,FTSE Dev Europe Small Cap ex UK Index,SD14,USD,PDG1,-,-,SD14X Index ,-,-,.FTDEUXUKSC
P,FTSE Dev Europe Small Cap Index,SD13,USD,PDG1,-,-,SD13X Index ,-,-,.FTDEUSC
P,FTSE Dev Small Cap ex North America Index,SD12,USD,PDG1,-,-,SD12X Index ,-,-,.FTDSCXNA
P,FTSE Dev Small Cap ex US Index,SD11,USD,PDG1,-,-,SD11X Index ,-,-,.FTDSCXUS
P,FTSE Developed All Cap ex USA Index,AD09,USD,PDG1,-,-,AD09X Index,-,-,.FTDLMSXUS
P,FTSE Developed All Cap ex North America Index,AD17,USD,PDG1,-,-,AD17X Index,-,-,.FTDLMSXNA
S,FTSE Developed Asia Pacific All Cap Net Tax (US RIC) Index,ACDAPR,USD,PDG101,-,ACDAPR,-,-,.TRIACDAPR,-
P,FTSE Developed Asia Pacific ex Japan Index,AWDPACXJ,USD,PDG1,-,-,AWDPACXJ Index ,.TFTAWDPACXJU,-,.FTAWDPACXJ
S,FTSE Developed Asia Pacific ex Japan Index,AWDPCXJG,GBP,PDG101,TAWDPXJG ,-,AWDPCXJG,-,-,-
S,FTSE Developed Asia Pacific ex Japan Index ,AWDPCXJE,EUR,PDG101,TAWDPXJE ,-,AWDPCXJE,-,-,-
S,FTSE Developed Asia Pacific ex Japan Index ,AWDPXJC,CHF,PDG101,"TAWDPXJC
",-,AWDPCXJC,.TRIAWDPXJC,-,.FTAWDPXJC
P,FTSE Developed Asia Pacific Index,AWDPAC,USD,PDG1,-,-,AWDPAC,-,-,.FTAWDPAC
p,FTSE Developed Asia Pacific Qual/Vol/Yield 5% Capped Factor Index,FDAPQVY5,USD,PDG1,-,-,FDAPQVY5 Index,-,-,.FTFDAPQVY5
S,FTSE Developed Core Infrastructure 50/50 Net Tax Index,FDCICAN,AUD,PDG101,-,FDCICAN,-,-,.TRIFDCICAN,-
P,FTSE Developed Europe All Cap ex UK Index,AD20,USD,PDG1,-,-,AD20X Index,-,-,.FTDEULMSXUK
P,FTSE Developed Europe All Cap Index,AD13,USD,PDG1,-,-,AD13X Index,-,-,.FTDEULMS
S,FTSE Developed Europe All Cap Net Tax (US RIC) Index,ACDER,USD,PDG101,-,ACDER,-,-,.TRIACDER,-
S,FTSE Developed Europe Core Infrastructure Capped Net Tax Index,FDECICN,USD,PDG101,-,-,-,.TRIFDECICN,-,-
P,FTSE Developed Europe ex UK Index,AD07,USD,PDG1,-,-,FTAD07 Index,-,-,.FTAWDEXUKSR
S,FTSE Developed Europe ex UK Large Cap Super Liquid Net Of Tax Index,FTXUKSNE,EUR,PDG101,-,FTXUKSNE,-,.TRIFTXUKSNE,-,.FTFTXUKSNE
S,FTSE Developed Europe ex UK Net Tax CHF Index,AWNT05CH,CHF,PDG101,-,AWNT05CH,-,-,.TRIAWNT04CH,-
S,FTSE Developed Europe ex UK Net Tax EUR Index,AWNT05EU,EUR,PDG101,-,AWNT05EU,-,-,.TRIAWNT04EU,-
S,FTSE Developed Europe ex UK Net Tax GBP Index,AWNT05UK,GBP,PDG101,-,AWNT05UK,-,-,.TRIAWNT04UK,-
S,FTSE Developed Europe ex UK Net Tax Index,AWNT05,USD,PDG101,-,AWNT05,-,-,.TRIAWNT05,-
P,FTSE Developed Europe Index,AD06,USD,PDG1,TAWNT06,-,FTAD06 Index,.TFTAWDEURSU,-,.FTAWDEURSR
S,FTSE Developed Europe Index,AWDEURSG,GBP,PDG101,TAWDEUSG,-,AWDEURSG,-,-,.FTAWDEURSG
S,FTSE Developed Europe Index ,AWDEURSC,CHF,PDG101,TADEURSC,-,AWDEURSC,.TRIAWDEURSC,-,.FTAWDEURSC
S,FTSE Developed Europe Index – EUR,AWDEURSE,EUR,PDG101,"TAWDERSE
",-,AWDEURSE,.TAWDEURSE,-,.FTAWDEURSE
S,FTSE Developed Europe Large Cap Super Liquid Net Of Tax Index,FTESLNE,EUR,PDG101,-,FTESLNE,-,-,.TRIFTESLNE,.FTFTESLNE
S,FTSE Developed Europe Minimum Variance Net Tax Index,AWDEUMVN,EUR,PDG101,-,AWDEUMVN,-,-,.TRIAWDEUMVN,-
S,FTSE Developed Europe Net Tax HKD Index,AWNT06HK,HKD,PDG101,-,AWNT06HK,-,-,.TRIAWNT06HK,-
p,FTSE Developed Europe Qual/Vol/Yield 5% Capped Factor Index,FDEFQVY5,USD,PDG1,-,-,FDEFQVY5 Index,-,-,.FTFDEFQVY5
S,FTSE Developed Europe RIC Capped Index,FTCRDEUR,USD,PDG101,-,-,-,-,.TRIFTCRDEUR,-
S,FTSE Developed Europe RIC Capped Net Tax Index,FTCRDERN,USD,PDG101,-,-,-,-,.TRIFTCRDERN,-
S,FTSE Developed Europe SMID Cap Tradable Plus EUR,-,EUR,PDG01RR,-,-,RUESM300,-,.RUESM300,-
S,FTSE Developed Europe SMID Cap Tradable Plus Net Return EUR,-,EUR,PDG01RR,-,RUESM3NE,-,-,.RUESM3NE,-
P,FTSE Developed Europe Unhedged USD Index,AWDEURU,USD,PDG1,-,-,AWDEURU Index,-,-,.FTAWDEURU
S,FTSE Developed ex Australia ex Non-Renewable Energy/Vice Products/Weapons AUD Net Tax Index,FGCDXAUNAUD,AUD,PDG101,-,FGCDZAUD,-,-,.TRIFGCDXAUNAUD,-
S,FTSE Developed ex Australia ex Non-renewable Energy/Vice Products/Weapons Net Tax Index,FGCDXAUN,USD,PDG101,,,,-,.TRIFGCDXAUN,-
S,FTSE Developed ex Australia ex Non-Renewable Energy/Vice Products/Weapons NZD Net Tax Index,FGCDXAUNNZD,NZD,PDG101,-,FGCDXNZD,-,-,.TRIFGCDXAUNNZD,-
P,FTSE Developed ex Japan Index,AD05,USD,PDG1,-,-,FTAD05 Index,-,-,.FTAWDXJR
S,FTSE Developed ex North America High Dividend Yield Index,GPVAN112,CAD,PDG101,,,,,.TRIGPVAN112,.FTGPVAN112
S,FTSE Developed ex North America High Dividend Yield Net Tax Index,GPVAN113,CAD,PDG102,,,,,,.TRIGPVAN113
P,FTSE Developed ex North America Index,AD03,USD,PDG1,-,-,FTAD03 Index,.TFTAWDXNAU,-,.FTAWDNAMERSR
S,FTSE Developed ex North America Net Tax (US RIC) Index,AWDXNAR,USD,PDG101,-,-,-,.TRIAWDXNAR,-,-
P,FTSE Developed ex North America Unhedged USD Index,AWDXNAU,USD,PDG1,-,-,AWDXNAU Index,-,-,.FTAWDXNAU
P,FTSE Developed ex UK Index,AD04,USD,PDG1,-,-,FTAD04 Index,-,-,.FTAWDXUKR
S,FTSE Developed ex US 2Mom/2Qual/2Vol 5% Capped Factor Index,FDXUMQVC,USD,PDG101,-,-,-,.TRIFDXUMQVC,.TRIFDXUMQVC,.FTFDXUMQVC
S,FTSE Developed ex US 2Mom/Size/Val 5% Capped Factor Index,FDXUMSVC,USD,PDG101,-,-,-,.TRIFDXUMSVC,.TRIFDXUMSCN,.FTFDXUMSVC
S,FTSE Developed ex US 2Qual/2Vol 5% Capped Factor Index,FDXUQVC,USD,PDG101,-,-,-,.TRIFDXUQVC,.TRIFDXUQVCN,.FTFDXUQVC
S,FTSE Developed ex US 2Size/2Val 5% Capped Factor Index,FDXUSVC,USD,PDG101,-,-,-,.TRIFDXUSVC,.TRIFDXUSVCN,.FTFDXUSVC
S,FTSE Developed ex US All Cap Net Tax (US RIC) 1.25x Daily Leveraged No Spread Index,DXUSL1QX,USD,PDG122,-,-,-,-,.TRIDXUSL1QX,-
S,FTSE Developed ex US All Cap Net Tax (US RIC) 1.25x Daily Leveraged No Spread LIBOR Index,XUSLL1QX,USD,PDG122,-,-,-,-,.TRIXUSLL1QX,-
S,FTSE Developed ex US Country Relative Factor Momentum Net Index,FDXUMCRN,USD,PDG101,-,-,-,-,.TRIFDXUMCRN,-
S,FTSE Developed ex US Country Relative Momentum Factor Index,FDXUMCRF,USD,PDG101,-,-,-,.FTFDXUMCRF,,.TRIFDXUMCRF
S,FTSE Developed ex US Country Relative Volatility Factor Index,FDXUVCRF,USD,PDG101,-,-,-,.TRIFDXUVCRF,,.FTFDXUVCRF
S,FTSE Developed ex US Country Relative Volatility Factor Net Index,FDXUVCRN,USD,PDG101,-,-,-,-,.TRIFDXUVCRN,-
S,FTSE Developed ex US ex Korea Small Cap Focused Value Net Tax Index,SDXUSKFN,USD,PDG101,-,-,-,-,.TRISDXUSKFN,-
S,FTSE Developed ex US ex Korea Small Cap Focused Value Total Return Index ,SDXUSKFV,USD,PDG101,ISVLTR1,-,-,-,.TRISDXUSKFV,.FTSDXUSKFV
P,FTSE Developed Ex US Index,AD02,USD,PDG1,-,-,FTAD02 Index,-,-,.FTAWDXUSR
S,FTSE Developed ex US Qual / Vol / Yield Factor 5% Capped Index,DXUQVYC,USD ,PDG101,-,-,-,.TRIDXUQVYC,-,.FTDXUQVYC
P,FTSE Developed Index,AD01,USD,PDG1,TAWNT04,-,FTAD01 Index,-,-,.FTAWDR
S,FTSE Developed Net Tax CHF Index,AWNT04CH,CHF,PDG101,-,AWNT04CH,-,-,.TRIAWNT04CH,-
S,FTSE Developed Net Tax EUR Index,AWNT04EU,EUR,PDG101,-,AWNT04EU,-,-,.TRIAWNT04EU,-
S,FTSE Developed Net Tax GBP Index,AWNT04UK,GBP,PDG101,-,AWNT04UK,-,-,.TRIAWNT04UK,-
S,FTSE Developed Net Tax Index,AWNT04,USD,PDG101,-,AWNT04,-,-,.TRIAWNT04,-
S,FTSE Developed Small Cap ex US Liquid Index Net of Tax (Lux),GPSCW002,USD,PDG1,-,-,GPSCW002 Index,-,-,-
S,FTSE Developed Small Cap Net Tax CHF Index,SCDNCH,CHF,PDG101,-,SCDNCHF,-,-,.TRISCDNCH,-
S,FTSE Developed Small Cap Net Tax EUR Index,SCDNEU,EUR,PDG101,-,SCDNEUR,-,-,.TRISCDNEU,-
S,FTSE Developed Small Cap Net Tax GBP Index,SCDNUK,GBP,PDG101,-,SCDNGBP,-,-,.TRISCDNUK,-
S,FTSE Developed Small Cap Net Tax Index,SCDN,USD,PDG101,-,SCDN,-,-,TRISCDN,-
S,FTSE Developed SMID Cap Tradable Plus USD,-,USD,PDG01RR,-,-,RUESM3U,-,-,.RUESM3U
P,FTSE Divest-Invest China A50 Index,FDIC50,CNH,PDG5,-,-,-,-,-,-
S,FTSE Divest-Invest China A50 USD Index,FDIC50U,USD,PDG105,FDIC50T,-,FDIC50U,.TRIFDIC50U,-,.FTFDIC50U
P,FTSE EDHEC Risk Efficient Developed ex Japan Index,EDHDXJ,USD,PDG1,TEDHDXJ,-,EDHDXJ Index,-,-,-
P,FTSE EDHEC-Risk Efficient All-World ex UK Index,EDHAWXUK,USD,PDG1,-,-,EDHAWXUK Index,-,-,-
P,FTSE EDHEC-Risk Efficient All-World ex US Index,EDHAWXUS,USD,PDG1,-,-,EDHAWXUS Index,-,-,-
P,FTSE EDHEC-Risk Efficient All-World Index,EDHAW,USD,PDG1,-,-,EDHAW Index,-,-,-
P,FTSE EDHEC-Risk Efficient Asia Pacific ex Japan Index,EDHAPXJ,USD,PDG1,-,-,EDHAPXJ Index,-,-,-
P,FTSE EDHEC-Risk Efficient Asia Pacific Index,EDHAPAC,USD,PDG1,-,-,EDHAPAC Index,-,-,-
P,FTSE EDHEC-Risk Efficient Dev Europe ex UK Index,EDHDEUXU,USD,PDG1,-,-,EDHDEUXU Index,-,-,-
P,FTSE EDHEC-Risk Efficient Developed Asia Pacific ex Japan Index,EDHDAXJ,USD,PDG1,-,-,EDHDAXJ Index,-,-,-
P,FTSE EDHEC-Risk Efficient Developed Europe Index,EDHDEUR,USD,PDG1,-,-,EDHDEUR Index,-,-,-
P,FTSE EDHEC-Risk Efficient Developed ex US Index ,EDHDXUS,USD,PDG1,-,-,EDHDXUS Index,-,-,.FTEDHDXUS
P,FTSE EDHEC-Risk Efficient Developed Index,EDHDEV,USD,PDG1,-,-,EDHDEV Index,-,-,-
P,FTSE EDHEC-Risk Efficient Emerging Index,EDHEMER,USD,PDG1,-,-,EDHEMER Index,-,-,-
P,FTSE EDHEC-Risk Efficient Eurobloc Index,EDHEBLOC,EUR,PDG1,-,-,EDHEBLOC Index,-,-,-
P,FTSE EDHEC-Risk Efficient Japan Index,EDHJPN,JPY,PDG1,-,-,EDHJPN Index,-,-,-
P,FTSE EDHEC-Risk Efficient UK Index,EDHUK,GBP,PDG1,-,-,EDHUK Index,-,-,-
P,FTSE EDHEC-Risk Efficient USA Index,EDHUSA,USD,PDG1,-,-,EDHUSA Index,-,-,-
P,FTSE Egypt Index,WIEGY,EGP,PDG1,FTL3EG,-,WIEGY Index,-,-,.FTWIEGYL
S,FTSE EM Asia ESG Price Return Index (Real time),FEAESG,USD,PDG101,-,-,FEAESG,,,
S,FTSE Emerging 1.5Qual/1.5Vol/0.5Val/0.5Mom/0.5Size 7.5% Capped Factor Index,FEQVVMZC,USD,PDG101,-,-,-,.TRIFEQVVMZC,-,.FTFEQVVMZC
S,FTSE Emerging 1.5Qual/1.5Vol/0.5Val/0.5Mom/0.5Size 7.5% Capped Factor Net Tax Index,FEQVVMZN,USD,PDG101,-,-,-,-,.TRIFEQVVMZN,-
S,FTSE Emerging 2Mom/0.5Size/Val/0.5Qual/0.5Vol 7.5% Capped Factor Index,FEMSVQVC,USD,PDG101,-,-,-,.TRIFEMSVQVC,-,.FTFEMSVQVC
S,FTSE Emerging 2Mom/0.5Size/Val/0.5Qual/0.5Vol 7.5% Capped Factor Net Tax Index,FEMSVQVN,USD,PDG101,-,-,-,-,.TRIFEMSVQVN,-
P,FTSE Emerging All Cap Index,AG14,USD,PDG1,-,-,AG14X Index,-,-,.FTAELMS
S,FTSE Emerging Asia ESG Index,FEAESG,USD,PDG101,-,-,-,.TRIFEAESG,-,.FTFEAESG
P,FTSE Emerging Asia Pacific Index,AG03,USD,PDG1,-,-,FTAG03 Index,-,-,.FTAWALLEPR
S,FTSE Emerging Country Relative Momentum Factor Index,FEMCRF,USD,PDG101,-,-,-,.TRIFEMCRF,-,.FTFEMCRF
S,FTSE Emerging Country Relative Momentum Factor Net Index,FEMCRN,USD,PDG101,-,-,-,-,.TRIFEMCRN,-
S,FTSE Emerging Country Relative Volatility Factor Index,FEVCRF,USD,PDG101,-,-,-,.TRIFEVCRF,-,.FTFEVCRF
