Pulsed/ Streaming,FTSE Index ,FTSE Code,Base Currency,PDG,Bloomberg Ticker- Total Return,Bloomberg Ticker- Net Return,Bloomberg Ticker- Price Return,RIC Code - Total Return,RIC Code - Net Return,RIC Codes - Price Return
S,FTSE Developed ex US Invesco Dynamic Multifactor Net Tax CAD Index,FDXUSNUC,CAD,PDG101,,,,.TRIFDXUSNUC,,.FTFDEBR
S,FTSE Developed Europe Basic Resources Index,FDEBR,USD,PDG101,,,,.TRIFDEBR,,.FTFDBR
S,FTSE Developed Basic Resources Index,FDBR,USD,PDG101,,,,.TRIFDBR,,
S,FTSE Transatlantic Aerospace and Defense Index,FTRAD,EUR,PDG101,,,,.TRIFTRAD,,.FTFTRAD
S,FTSE Transatlantic Banks Index,FTRB,EUR,PDG101,,,,.TRIFTRB,,.FTFTRB
S,FTSE Transatlantic Oil and Gas Index,FTROG,EUR,PDG101,,,,.TRIFTROG,,.FTFTROG
S,FTSE Transatlantic Automobiles and Parts Index,FTRAP,EUR,PDG101,,,,.TRIFTRAP,,.FTFTRAP
S,FTSE Transatlantic Large Cap Pharmaceuticals and Biotechnology Index,FTRLPB,EUR,PDG101,,,,.TRIFTRLPB,,.FTFTRLPB
P,FTSE 100 Equally Weighted 45 Point Decrement,UKEWD45,GBP,PDG8,,,,,,.FTUKEWD45
S,FTSE Custom UK 150 ESG Leaders Index,NAKUKESG,GBP,PDG101,UK150ETR,,UK150ESP,.TRINAKUKESG,,.FTNAKUKESG
P,FTSE ADX General Technology Index,FADTECI,AED,PDG4,,,,,,.FTFADTECI
S,FTSE Nokian Tyres Index      ,SSTYRES,EUR,PDG101,SSTYRES,,,.TRISSTYRES ,,.FTSSTYRES 
S,FTSE 100 USD (WM 16:00 GMT) Expiry Index,UKXUSDSP,USD,PDG101,,,,.TRIUKXUSDSP,,.FTUKXUSDSP
S,FTSE 100 USD Mini Expiry Index,UKXUSMSP,USD,PDG101,,,,.TRIUKXUSMSP,,.FTUKXUSMSP
S,FTSE Fortum Index,SSFORT,EUR,PDG101,SSFORT,,,.TRISSFORT,,.FTSSFORT
S,FTSE Valmet Index,SSVAL,EUR,PDG101,SSVAL,,,.TRISSVAL,,.FTSSVAL
S,FTSE Porsche Automobil Holding SE Index,SSPAH,EUR,PDG101,SSPAH,,,.TRISSPAH,,.FTSSPAH
S,FTSE Australia 100 TPI Climate Transition Index,FAU1TPI,AUD,PDG1,,,,,,.FTFAU1TPI
S,FTSE Australia 200 TPI Climate Transition Index,FAU2TPI,AUD,PDG1,,,,,,.FTFAU2TPI
S,FTSE Developed Europe Health Care Select Index,AWDEHCS,EUR,PDG101,AWDEHCS,,,.TRIAWDEHCS,,.FTAWDEHCS
S,FTSE Developed Europe Health Care Select Net Tax Index,AWDEHCSN,EUR,PDG101,,AWDEHCSN,,,.TRIAWDEHCSN,
S,FTSE Developed Eurozone Consumer Discretionary Select Index,AWDECDS,EUR,PDG101,AWDECDS,,,.TRIAWDECDS,,.FTAWDECDS
S,FTSE Developed Eurozone Consumer Discretionary Select Net Tax Index,AWDECDSN,EUR,PDG101,,AWDECDSN,,,.TRIAWDECDSN,
S,FTSE Developed Europe Automobiles and Parts Select Index ,AWDEAPS,EUR,PDG101,AWDEAPS,,,.TRIAWDEAPS,,.FTAWDEAPS
S,FTSE Developed Europe Automobiles and Parts Select Net Tax Index,AWDEAPSN,EUR,PDG101,,AWDEAPSN,,,.TRIAWDEAPSN,
S,FTSE Huhtamaki Index,SSHUH,EUR,PDG101,,,,.TRISSHUH,,.FTSSHUH
S,FTSE Wartsila B Index,SSWRT,EUR,PDG101,,,,.TRISSWRT,,.FTSSWRT
S,FTSE Kesko B Index,SSKESK,EUR,PDG101,,,,.TRISSKESK,,.FTSSKESK
S,FTSE Outokumpu Index,SSOUT,EUR,PDG101,,,,.TRISSOUT,,.FTSSOUT
S,FTSE Orion B Index,SSORN,EUR,PDG101,,,,.TRISSORN,,.FTSSORN
S,FTSE Elisa Index,SSELIS,EUR,PDG101,,,,.TRISSELIS,,.FTSSELIS
S,FTSE Atlas Copco A Index,SSATCO,SEK,PDG101,,,,.TRISSATCO,,.FTSSATCO
S,FTSE H & M Hennes & Mauritz AB B Index,SSHMB,SEK,PDG101,,,,.TRISSHMB,,.FTSSHMB
S,FTSE Electrolux Ser B Index,SSELUX,SEK,PDG101,,,,.TRISSELUX,,.FTSSELUX
S,FTSE Skandinaviska Enskilda Banken AB A Index,SSSEBA,SEK,PDG101,,,,.TRISSSEBA,,.FTSSSEBA
S,FTSE Svenska Handelsbnk A Index,SSSHBA,SEK,PDG101,,,,.TRISSSHBA,,.FTSSSHBA
S,FTSE SAAB B Index,SSSAAB,SEK,PDG101,,,,.TRISSSAAB,,.FTSSSAAB
S,FTSE Nordea Bank Abp Index,SSNDAS,SEK,PDG101,,,,.TRISSNDAS,,.FTSSNDAS
S,FTSE Telia Co AB Index,SSTELI,SEK,PDG101,,,,.TRISSTELI,,.FTSSTELI
S,Kone B Index,SSKNEB,EUR,PDG101,,,,.TRISSKNEB,,.FTSSKNEB
S,FTSE Neste Oyj Index,SSNEST,EUR,PDG101,SSNEST,,,.TRISSNEST,,.FTSSNEST
S,FTSE Nokia Index,SSNOKI,EUR,PDG101,SSNOKI,,,.TRISSNOKI,,.FTSSNOKI
S,FTSE Sampo Oyj Index,SSSAMP,EUR,PDG101,,,,.TRISSSAMP,,.FTSSSAMP
S,FTSE Stora Enso R Index,SSSTER,EUR,PDG101,,,,.TRISSSTER,,.FTSSSTER
S,FTSE UPM Kymmene Index,SSUPM,EUR,PDG101,,,,.TRISSUPM,,.FTSSUPM
P,FTSE ADX ESG Screened Index,FADXSI,AED,PDG4,,,,,,.FTFADXSI
S,FTSE Metso Corporation Index,SSMETSO,EUR,PDG101,,,,.TRISSMETSO,,.FTSSMETSO
S,FTSE Konecranes Oyj Index,SSKCR,EUR,PDG101,,,,.TRISSKCR,,.FTSSKCR
S,FTSE Telefonaktiebolaget LM Ericsson Index,SSERIC,SEK,PDG101,,,,.TRISSERIC,,.FTSSERIC
S,FTSE SCA B Index,SSSCAR,SEK,PDG101,,,,.TRISSSCAR,,.FTSSSCAR
S,FTSE SKF B Index,SSSKFB,SEK,PDG101,,,,.TRISSSKFB,,.FTSSSKFB
S,FTSE Volvo B Index,SSVOLVB,SEK,PDG101,,,,.TRISSVOLVB,,.FTSSVOLVB
S,FTSE Evolution AB Index,SSEVO,SEK,PDG101,,,,.TRISSEVO,,.FTSSEVO
S,FTSE Essity Aktiebolag B Index,SSESSITY,SEK,PDG101,,,,.TRISSESSITY,,.FTSSESSITY
S,FTSE Sandvik AB Index,SSSAND,SEK,PDG101,,,,.TRISSSAND,,.FTSSSAND
S,FTSE Investor B Free Index,SSINVEB,SEK,PDG101,,,,.TRISSINVEB,,.FTSSINVEB
S,FTSE Swedbank AB Series A Index,SSSWEDA,SEK,PDG101,,,,.TRISSSWEDA,,.FTSSSWEDA
S,FTSE Tele2 AB Index,SSTEL2B,SEK,PDG101,,,,.TRISSTEL2B,,.FTSSTEL2B
S,FTSE Assa Abloy B Index,SSASSAB,SEK,PDG101,,,,.TRISSASSAB,,.FTSSASSAB
S,FTSE Getinge B Index,SSGETIB,SEK,PDG101,,,,.TRISSGETIB,,.FTSSGETIB
S,FTSE Alfa Laval Index,SSALFA,SEK,PDG101,,,,.TRISSALFA,,.FTSSALFA
S,FTSE Hexagon B Index,SSEXAB,SEK,PDG101,,,,.TRISSEXAB,,.FTSSEXAB
S,FTSE Kinnevik AB Index,SSKINVB,SEK,PDG101,,,,.TRISSKINVB,,.FTSSKINVB
S,FTSE NIBE Industrier B Index,SSNIBEB,SEK,PDG101,,,,.TRISSNIBEB,,.FTSSNIBEB
S,FTSE ABB Ltd Index,SSABBL,SEK,PDG101,,,,.TRISSABBL,,.FTSSABBL
S,FTSE AstraZeneca PLC Index,SSAZNS,SEK,PDG101,,,,.TRISSAZNS,,.FTSSAZNS
S,FTSE Boliden Index,SSBOL,SEK,PDG101,,,,.TRISSBOL,,.FTSSBOL
S,FTSE Asia Pacific ex Japan ex China Large Cap Index,LCPACXJC,USD,PDG101,,,,.TRILCPACXJC,,.FTLCPACXJC
S,FTSE Asia Pacific ex Japan ex China Large Cap Net Tax Index,LCPAXJCN,USD,PDG101,,,,.TRILCPAXJCN,,
S,FTSE Asia Pacific ex Japan ex China Mid Cap Index,MCPACXJC,USD,PDG101,,,,.TRIMCPACXJC,,.FTMCPACXJC
S,FTSE Asia Pacific ex Japan ex China Mid Cap Net Tax Index,MCPAXJCN,USD,PDG101,,,,.TRIMCPAXJCN,,
S,FTSE Emerging Plus Korea and Poland ex China Index,AWEPKPXC,USD,PDG101,,,,.TRIAWEPKPXC,,.FTAWEPKPXC
S,FTSE Emerging Plus Korea and Poland ex China Net Tax Index,AWEKPXCN,USD,PDG101,,,,.TRIAWEKPXCN,,
S,FTSE Emerging Plus Korea and Poland ex China All Cap Index,ACEAKPXC,USD,PDG101,,,,.TRIACEAKPXC,,.FTACEAKPXC
S,FTSE Emerging Plus Korea and Poland ex China All Cap Net Tax Index,ACEKPXCN,USD,PDG101,,,,.TRIACEKPXCN,,
S,FTSE Asia ex Japan ex China All Cap Net Tax Index,ACPAXJCN,USD,PDG101,,,,.TRIACPAXJCN,,
S,FTSE Asia ex Japan ex China All Cap Index,ACPAXJC,USD,PDG101,,,,.TRIACPAXJC,,.FTACPAXJC
S,FTSE L'Oreal Index,SSLOR,EUR,PDG101,,,,.TRISSLOR,,.FTSSLOR
S,FTSE Hermes International S.C.A. Index,SSRMS,EUR,PDG101,,,,.TRISSRMS,,.FTSSRMS
S,FTSE Airbus Index,SSAIR,EUR,PDG101,,,,.TRISSAIR,,.FTSSAIR
S,FTSE Schneider Electric Index,SSSU,EUR,PDG101,,,,.TRISSSU,,.FTSSSU
S,FTSE Safran Index,SSSAF,EUR,PDG101,,,,.TRISSSAF,,.FTSSSAF
S,FTSE Vinc Index,SSDG,EUR,PDG101,,,,.TRISSDG,,.FTSSDG
S,FTSE Dassault Systemes Index,SSDSY,EUR,PDG101,,,,.TRISSDSY,,.FTSSDSY
S,FTSE  Pernod Ricard Index ,SSRI,EUR,PDG101,,,,.TRISSRI,,.FTSSRI
S,FTSE  STMicroelectronics Index,SSSTMPA,EUR,PDG101,,,,.TRISSSTMPA,,.FTSSSTMPA
S,FTSE Thales Index,SSHO,EUR,PDG101,,,,.TRISSHO,,.FTSSHO
S,FTSE  Capgemini SE Index,SSCAP,EUR,PDG101,,,,.TRISSCAP,,.FTSSCAP
S,FTSE Legrand Index,SSLR,EUR,PDG101,,,,.TRISSLR,,.FTSSLR
S,FTSE  Michelin B Index,SSML,EUR,PDG101,,,,.TRISSML,,.FTSSML
S,FTSE Publicis Groupe Index,SSPUB,EUR,PDG101,,,,.TRISSPUB,,.FTSSPUB
S,FTSE EDEN FP Edenred Index,SSEDEN,EUR,PDG101,,,,.TRISSEDEN,,.FTSSEDEN
S,FTSE Unibail Rodamco Westfield Index,SSURW,EUR,PDG101,SSURW,,,.TRISSURW,,.FTSSURW
S,FTSE Teleperformance Index,SSTEP,EUR,PDG101,,,,.TRISSTEP,,.FTSSTEP
S,FTSE Alstom Index,SSALO,EUR,PDG101,,,,.TRISSALO,,.FTSSALO
S,FTSE Worldline Index,SSWLN,EUR,PDG101,,,,.TRISSWLN,,.FTSSWLN
S,FTSE Arcelor Mittal Index,SSMT,EUR,PDG101,,,,.TRISSMT,,.FTSSMT
S,FTSE EPRA Nareit Developed Net USD Index,RNGLU,USD,PDG110,,TRNGLUR,,.TRIRNGLU,,
S,FTSE Saudi Arabia Net Tax Index,FISAULMN,SAR,PDG101,,WISAUNLR,,.TRIFISAULMN,,
S,FTSE Klepierre Index,SSKLP,EUR,PDG101,SSKLP,,,.TRISSKLP,,.FTSSKLP
S,FTSE Developed Core Infrastructure TPI Climate Transition Select Index,GPBTS001,AUD,PDG101,,,,.TRIGPBTS001,,.FTGPBTS001
S,FTSE ASML Holding N.V. Index,SSASML,EUR,PDG101,,,,.TRISSASML,,.FTSSASML
S,FTSE SAP AG ORD Index,SSSAP,EUR,PDG101,,,,.TRISSSAP,,.FTSSSAP
S,FTSE Developed Europe Basic Resources Net Tax Index,FDEBRN,EUR,PDG101,,FDEBRN,FDEBRP,,.TRIFDEBRN,.FTFDEBRN
S,FTSE All-World Index - Net Tax,AWNT01,USD,PDG101,,AWNT01,,.TRIAWNT01,,
S,FTSE Developed Europe Basic Resources Select EUR Index,FDEBRE,EUR,PDG101,FDEBR,,,.TRIFDEBRE,,.FTFDEBRE
S,FTSE MIB Daily Leveraged GTR Index,FMIBGL2X,EUR,PDG122,,,,.TRIFMIBGL2X,,
S,FTSE Scor S.A. Index,SSSCOR,EUR,PDG101,,,,.TRISSSCOR,,.FTSSSCOR
