Pulsed/ Streaming,Index Name,Base Currency,PDG,Availability,RussellTick,Bloomberg Ticker,Refinitiv RIC,,,
S,Russell 2000 Financial Services  Supersector Index - Total Return,USD,PDG01RR,Real Time,R2ICBFSVT,-,.R2ICBFSVT,,,
S,Russell 2000 Financials Industry Index,USD,PDG01RR,Real Time,R2ICBFI,-,.R2ICBFI,,,
S,Russell 2000 Food Producers Sector Index,USD,PDG01RR,Real Time,R2ICBFOP,-,.R2ICBFOP,,,
S,Russell 2000 Food Producers Sector Index - Total Return,USD,PDG01RR,Real Time,R2ICBFOPT,-,.R2ICBFOPT,,,
S,"Russell 2000 Food, Beverage and Tobacco  Supersector Index",USD,PDG01RR,Real Time,R2ICBFBT,-,.R2ICBFBT,,,
S,"Russell 2000 Food, Beverage and Tobacco  Supersector Index - Total Return",USD,PDG01RR,Real Time,R2ICBFBTT,-,.R2ICBFBTT,,,
S,Russell 2000 General Industrials Sector Index,USD,PDG01RR,Real Time,R2ICBGEI,-,.R2ICBGEI,,,
S,Russell 2000 General Industrials Sector Index - Total Return,USD,PDG01RR,Real Time,R2ICBGEIT,-,.R2ICBGEIT,,,
S,Russell 2000 Health Care Industry Index,USD,PDG01RR,Real Time,R2ICBHC,-,.R2ICBHC,,,
S,Russell 2000 Health Care Providers Sector Index,USD,PDG01RR,Real Time,R2ICBHCP,-,.R2ICBHCP,,,
S,Russell 2000 Health Care Providers Sector Index - Total Return,USD,PDG01RR,Real Time,R2ICBHCPT,-,.R2ICBHCPT,,,
S,Russell 2000 Health Care Supersector Index,USD,PDG01RR,Real Time,R2ICBHCR,-,.R2ICBHCR,,,
S,Russell 2000 Household Goods and Home Construction Sector Index,USD,PDG01RR,Real Time,R2ICBHGC,-,.R2ICBHGC,,,
S,Russell 2000 Household Goods and Home Construction Sector Index - Total Return,USD,PDG01RR,Real Time,R2ICBHGCT,-,.R2ICBHGCT,,,
S,Russell 2000 Industrial Engineering Sector Index,USD,PDG01RR,Real Time,R2ICBIDE,-,.R2ICBIDE,,,
S,Russell 2000 Industrial Engineering Sector Index - Total Return,USD,PDG01RR,Real Time,R2ICBIDET,-,.R2ICBIDET,,,
S,Russell 2000 Industrial Goods and Services Supersector Index,USD,PDG01RR,Real Time,R2ICBIGS,-,.R2ICBIGS,,,
S,Russell 2000 Industrial Materials Sector Index,USD,PDG01RR,Real Time,R2ICBIDM,-,.R2ICBIDM,,,
S,Russell 2000 Industrial Materials Sector Index - Total Return,USD,PDG01RR,Real Time,R2ICBIDMT,-,.R2ICBIDMT,,,
S,Russell 2000 Industrial Metals and Mining Sector Index,USD,PDG01RR,Real Time,R2ICBIMM,-,.R2ICBIMM,,,
S,Russell 2000 Industrial Metals and Mining Sector Index - Total Return,USD,PDG01RR,Real Time,R2ICBIMMT,-,.R2ICBIMMT,,,
S,Russell 2000 Industrial Support Services Sector Index,USD,PDG01RR,Real Time,R2ICBISS,-,.R2ICBISS,,,
S,Russell 2000 Industrial Support Services Sector Index - Total Return,USD,PDG01RR,Real Time,R2ICBISST,-,.R2ICBISST,,,
S,Russell 2000 Industrial Transportation Sector Index,USD,PDG01RR,Real Time,R2ICBIDT,-,.R2ICBIDT,,,
S,Russell 2000 Industrial Transportation Sector Index - Total Return,USD,PDG01RR,Real Time,R2ICBIDTT,-,.R2ICBIDTT,,,
S,Russell 2000 Industrials Industry Index,USD,PDG01RR,Real Time,R2ICBIN,-,.R2ICBIN,,,
S,Russell 2000 Insurance Supersector Index,USD,PDG01RR,Real Time,R2ICBINS,-,.R2ICBINS,,,
S,Russell 2000 Insurance Supersector Index - Total Return,USD,PDG01RR,Real Time,R2ICBINST,-,.R2ICBINST,,,
S,Russell 2000 Investment Banking and Brokerage Services  Sector Index,USD,PDG01RR,Real Time,R2ICBIBS,-,.R2ICBIBS,,,
S,Russell 2000 Investment Banking and Brokerage Services  Sector Index - Total Return,USD,PDG01RR,Real Time,R2ICBIBST,-,.R2ICBIBST,,,
S,Russell 2000 Leisure Goods Sector Index,USD,PDG01RR,Real Time,R2ICBLGD,-,.R2ICBLGD,,,
S,Russell 2000 Leisure Goods Sector Index - Total Return,USD,PDG01RR,Real Time,R2ICBLGDT,-,.R2ICBLGDT,,,
S,Russell 2000 Life Insurance Sector Index,USD,PDG01RR,Real Time,R2ICBLFI,-,.R2ICBLFI,,,
S,Russell 2000 Life Insurance Sector Index - Total Return,USD,PDG01RR,Real Time,R2ICBLFIT,-,.R2ICBLFIT,,,
S,Russell 2000 Media Sector Index,USD,PDG01RR,Real Time,R2ICBMED,-,.R2ICBMED,,,
S,Russell 2000 Media Sector Index - Total Return,USD,PDG01RR,Real Time,R2ICBMEDT,-,.R2ICBMEDT,,,
S,Russell 2000 Media Supersector Index,USD,PDG01RR,Real Time,R2ICBMIA,-,.R2ICBMIA,,,
S,Russell 2000 Media Supersector Index - Total Return,USD,PDG01RR,Real Time,R2ICBMIAT,-,.R2ICBMIAT,,,
S,Russell 2000 Medical Equipment and Services Sector Index,USD,PDG01RR,Real Time,R2ICBMES,-,.R2ICBMES,,,
S,Russell 2000 Medical Equipment and Services Sector Index - Total Return,USD,PDG01RR,Real Time,R2ICBMEST,-,.R2ICBMEST,,,
S,Russell 2000 Mortgage Real Estate Investment Trusts Sector Index,USD,PDG01RR,Real Time,R2ICBMRI,-,.R2ICBMRI,,,
S,Russell 2000 Mortgage Real Estate Investment Trusts Sector Index - Total Return,USD,PDG01RR,Real Time,R2ICBMRIT,-,.R2ICBMRIT,,,
S,Russell 2000 Non-life Insurance Sector Index,USD,PDG01RR,Real Time,R2ICBNLI,-,.R2ICBNLI,,,
S,Russell 2000 Non-life Insurance Sector Index - Total Return,USD,PDG01RR,Real Time,R2ICBNLIT,-,.R2ICBNLIT,,,
S,Russell 2000 Oil Gas and Coal Sector Index,USD,PDG01RR,Real Time,R2ICBOGC,-,.R2ICBOGC,,,
S,Russell 2000 Oil Gas and Coal Sector Index - Total Return,USD,PDG01RR,Real Time,R2ICBOGCT,-,.R2ICBOGCT,,,
S,"Russell 2000 Personal Care, Drug and Grocery Stores  Sector Index",USD,PDG01RR,Real Time,R2ICBPDG,-,.R2ICBPDG,,,
S,"Russell 2000 Personal Care, Drug and Grocery Stores  Sector Index - Total Return",USD,PDG01RR,Real Time,R2ICBPDGT,-,.R2ICBPDGT,,,
S,"Russell 2000 Personal Care, Drug and Grocery Stores  Supersector Index",USD,PDG01RR,Real Time,R2ICBPCD,-,.R2ICBPCD,,,
S,"Russell 2000 Personal Care, Drug and Grocery Stores  Supersector Index - Total Return",USD,PDG01RR,Real Time,R2ICBPCDT,-,.R2ICBPCDT,,,
S,Russell 2000 Personal Goods Sector Index,USD,PDG01RR,Real Time,R2ICBPGD,-,.R2ICBPGD,,,
S,Russell 2000 Personal Goods Sector Index - Total Return,USD,PDG01RR,Real Time,R2ICBPGDT,-,.R2ICBPGDT,,,
S,Russell 2000 Pharmaceuticals and Biotechnology Sector Index,USD,PDG01RR,Real Time,R2ICBPHB,-,.R2ICBPHB,,,
S,Russell 2000 Pharmaceuticals and Biotechnology Sector Index - Total Return,USD,PDG01RR,Real Time,R2ICBPHBT,-,.R2ICBPHBT,,,
S,Russell 2000 Real Estate  Supersector Index,USD,PDG01RR,Real Time,R2ICBREA,-,.R2ICBREA,,,
S,Russell 2000 Real Estate  Supersector Index - Total Return,USD,PDG01RR,Real Time,R2ICBREAT,-,.R2ICBREAT,,,
S,Russell 2000 Real Estate Industry Index,USD,PDG01RR,Real Time,R2ICBRE,RGUSRSPR,.R2ICBRE,,,
S,Russell 2000 Real Estate Industry Index - Total Return,USD,PDG01RR,Real Time,R2ICBRETR,-,.R2ICBRETR,,,
S,Russell 2000 Real Estate Investment and Services Sector Index,USD,PDG01RR,Real Time,R2ICBRES,-,.R2ICBRES,,,
S,Russell 2000 Real Estate Investment and Services Sector Index - Total Return,USD,PDG01RR,Real Time,R2ICBREST,-,.R2ICBREST,,,
S,Russell 2000 Real Estate Investment Trusts Sector Index,USD,PDG01RR,Real Time,R2ICBREI,-,.R2ICBREI,,,
S,Russell 2000 Real Estate Investment Trusts Sector Index - Total Return,USD,PDG01RR,Real Time,R2ICBREIT,-,.R2ICBREIT,,,
S,Russell 2000 Retail  Supersector Index,USD,PDG01RR,Real Time,R2ICBRTL,-,.R2ICBRTL,,,
S,Russell 2000 Retail  Supersector Index - Total Return,USD,PDG01RR,Real Time,R2ICBRTLT,-,.R2ICBRTLT,,,
S,Russell 2000 Retailers  Sector Index,USD,PDG01RR,Real Time,R2ICBRET,-,.R2ICBRET,,,
S,Russell 2000 Retailers  Sector Index - Total Return,USD,PDG01RR,Real Time,R2ICBRETT,-,.R2ICBRETT,,,
S,Russell 2000 Software and Computer Services Sector Index,USD,PDG01RR,Real Time,R2ICBSCS,-,.R2ICBSCS,,,
S,Russell 2000 Software and Computer Services Sector Index - Total Return,USD,PDG01RR,Real Time,R2ICBSCST,-,.R2ICBSCST,,,
S,Russell 2000 Technology Hardware and Equipment Sector Index,USD,PDG01RR,Real Time,R2ICBTHE,-,.R2ICBTHE,,,
S,Russell 2000 Technology Hardware and Equipment Sector Index - Total Return,USD,PDG01RR,Real Time,R2ICBTHET,-,.R2ICBTHET,,,
S,Russell 2000 Technology Industry Index,USD,PDG01RR,Real Time,R2ICBTE,-,.R2ICBTE,,,
S,Russell 2000 Technology Supersector Index,USD,PDG01RR,Real Time,R2ICBTEC,-,.R2ICBTEC,,,
S,Russell 2000 Telecommunications Equipment Sector Index,USD,PDG01RR,Real Time,R2ICBTEQ,-,.R2ICBTEQ,,,
S,Russell 2000 Telecommunications Equipment Sector Index - Total Return,USD,PDG01RR,Real Time,R2ICBTEQT,-,.R2ICBTEQT,,,
S,Russell 2000 Telecommunications Industry Index,USD,PDG01RR,Real Time,R2ICBTELE,-,.R2ICBTELE,,,
S,Russell 2000 Telecommunications Industry Index - Total Return,USD,PDG01RR,Real Time,R2ICBTELET,-,.R2ICBTELET,,,
S,Russell 2000 Tobacco Sector Index,USD,PDG01RR,Real Time,R2ICBTOB,-,.R2ICBTOB,,,
S,Russell 2000 Tobacco Sector Index - Total Return,USD,PDG01RR,Real Time,R2ICBTOBT,-,.R2ICBTOBT,,,
S,Russell 2000 Travel and Leisure Sector Index,USD,PDG01RR,Real Time,R2ICBTVL,-,.R2ICBTVL,,,
S,Russell 2000 Travel and Leisure Sector Index - Total Return,USD,PDG01RR,Real Time,R2ICBTVLT,-,.R2ICBTVLT,,,
S,Russell 2000 Travel and Leisure Supersector Index,USD,PDG01RR,Real Time,R2ICBTLE,-,.R2ICBTLE,,,
S,Russell 2000 Travel and Leisure Supersector Index - Total Return,USD,PDG01RR,Real Time,R2ICBTLET,-,.R2ICBTLET,,,
S,Russell 2000 Utilities Industry Index,USD,PDG01RR,Real Time,R2ICBUT,-,.R2ICBUT,,,
S,Russell 2000 Utilities Supersector Index,USD,PDG01RR,Real Time,R2ICBUTI,-,.R2ICBUTI,,,
S,Russell 2000 Value Price Return Index - Basic Materials,USD,PDG01RR,Real Time,RU2000V55,RU2V55P,.RU2000V55,,,
S,Russell 2000 Value Price Return Index - Consumer Discretionary,USD,PDG01RR,Real Time,RU2000V40,RU2V40P,.RU2000V40,,,
S,Russell 2000 Value Price Return Index - Consumer Staples ,USD,PDG01RR,Real Time,RU2000V45,RU2V45P,.RU2000V45,,,
S,Russell 2000 Value Price Return Index - Energy,USD,PDG01RR,Real Time,RU2000V60,RU2V60P,.RU2000V60,,,
S,Russell 2000 Value Price Return Index - Financials,USD,PDG01RR,Real Time,RU2000V30,RU2V30P,.RU2000V30,,,
S,Russell 2000 Value Price Return Index - Health Care ,USD,PDG01RR,Real Time,RU2000V20,RU2V20P,.RU2000V20,,,
S,Russell 2000 Value Price Return Index - Industrials,USD,PDG01RR,Real Time,RU2000V50,RU2V50P,.RU2000V50,,,
S,Russell 2000 Value Price Return Index - Real Estate,USD,PDG01RR,Real Time,RU2000V35,RU2V35P,.RU2000V35,,,
S,Russell 2000 Value Price Return Index - Technology,USD,PDG01RR,Real Time,RU2000V10,RU2V10P,.RU2000V10,,,
S,Russell 2000 Value Price Return Index - Telecommunications,USD,PDG01RR,Real Time,RU2000V15,RU2V15P,.RU2000V15,,,
S,Russell 2000 Value Price Return Index - Utilities,USD,PDG01RR,Real Time,RU2000V65,RU2V65P,.RU2000V65,,,
S,Russell 2000 Value Total Return Index - Basic Materials,USD,PDG01RR,Real Time,RU2000V55T,-,.RU2000V55T,,,
S,Russell 2000 Value Total Return Index - Consumer Discretionary,USD,PDG01RR,Real Time,RU2000V40T,-,.RU2000V40T,,,
S,Russell 2000 Value Total Return Index - Consumer Staples ,USD,PDG01RR,Real Time,RU2000V45T,-,.RU2000V45T,,,
S,Russell 2000 Value Total Return Index - Energy,USD,PDG01RR,Real Time,RU2000V60T,-,.RU2000V60T,,,
S,Russell 2000 Value Total Return Index - Financials,USD,PDG01RR,Real Time,RU2000V30T,-,.RU2000V30T,,,
S,Russell 2000 Value Total Return Index - Health Care ,USD,PDG01RR,Real Time,RU2000V20T,-,.RU2000V20T,,,
S,Russell 2000 Value Total Return Index - Industrials,USD,PDG01RR,Real Time,RU2000V50T,-,.RU2000V50T,,,
S,Russell 2000 Value Total Return Index - Real Estate,USD,PDG01RR,Real Time,RU2000V35T,-,.RU2000V35T,,,
S,Russell 2000 Value Total Return Index - Technology,USD,PDG01RR,Real Time,RU2000V10T,-,.RU2000V10T,,,
S,Russell 2000 Value Total Return Index - Telecommunications,USD,PDG01RR,Real Time,RU2000V15T,-,.RU2000V15T,,,
S,Russell 2000 Value Total Return Index - Utilities,USD,PDG01RR,Real Time,RU2000V65T,-,.RU2000V65T,,,
S,Russell 2000®,USD,PDG01RR,Real Time,RUT,RTY,.RUT,,,
S,Russell 2000® Dividend Growth Index,USD,PDG01RR,Real Time,R2DIVGRO,-,.R2DIVGRO,,,
S,Russell 2000® Dividend Growth Index,USD,PDG01RR,Real Time,R2DIVGRP,R2DIVGRP,.R2DIVGRP,,,
S,Russell 2000® Equal Weight Index,USD,PDG01RR,Real Time,R2ESC,RUR2ESC,.R2ESC,,,
S,Russell 2000® Growth,USD,PDG01RR,Real Time,RUO,RUO,.RUO,,,
S,Russell 2000® Growth Total Return,USD,PDG01RR,Real Time,RUOTR,RU20GRTR,.RUOTRI,,,
S,Russell 2000® Net Index,USD,PDG01RR,Real Time,RUTNR,-,.RUTNU,,,
S,Russell 2000® Pure Growth Price,USD,PDG01RR,Real Time,R2KPGROP,R2KPGROP,.R2KPGROP,,,
S,Russell 2000® Pure Value Price,USD,PDG01RR,Real Time,R2KPVALP,R2KPVALP,.R2KPVALP,,,
S,Russell 2000® Total Return,USD,PDG01RR,Real Time,RUTTR,RU20INTR,.RUTTU,,,
S,Russell 2000® Value,USD,PDG01RR,Real Time,RUJ,RUJ,.RUJ,,,
S,Russell 2000® Value Total Return,USD,PDG01RR,Real Time,RUJTR,RU20VATR,.RUJTRI,,,
S,Russell 2500,USD,PDG01RR,Real Time,R25I,R2500,.R25I,,,
S,Russell 2500 Growth,USD,PDG01RR,Real Time,R25IG,R2500G,.R25IG,,,
S,Russell 2500 Price Return Index - Real Estate,USD,PDG01RR,Real Time,RU25ICBRE,RU25ICBP,.RU25ICBRE,,,
S,Russell 2500 Price Return Index - Telecommunications,USD,PDG01RR,Real Time,RU25ICBTELE,R25ICPTE,.RU25ICBTELE,,,
P,Russell 2500 Total Return Index,USD,PDG01RR,Real Time,R25ITR,R25ITR,.R25ITR,,,
S,Russell 2500 Total Return Index - Real Estate,USD,PDG01RR,Real Time,RU25ICBRETR,-,.RU25ICBRETR,,,
S,Russell 2500 Total Return Index - Telecommunications,USD,PDG01RR,Real Time,RU25ICBTELET,-,.RU25ICBTELET,,,
S,Russell 2500 Value,USD,PDG01RR,Real Time,R25IV,R2500V,.R25IV,,,
S,Russell 2500 Value Price Return Index - Basic Materials,USD,PDG01RR,Real Time,RU2500V55,RU25V55P,.RU2500V55,,,
S,Russell 2500 Value Price Return Index - Consumer Discretionary,USD,PDG01RR,Real Time,RU2500V40,RU25V40P,.RU2500V40,,,
S,Russell 2500 Value Price Return Index - Consumer Staples ,USD,PDG01RR,Real Time,RU2500V45,RU25V45P,.RU2500V45,,,
S,Russell 2500 Value Price Return Index - Energy,USD,PDG01RR,Real Time,RU2500V60,RU25V60P,.RU2500V60,,,
S,Russell 2500 Value Price Return Index - Financials,USD,PDG01RR,Real Time,RU2500V30,RU25V30P,.RU2500V30,,,
S,Russell 2500 Value Price Return Index - Health Care ,USD,PDG01RR,Real Time,RU2500V20,RU25V20P,.RU2500V20,,,
S,Russell 2500 Value Price Return Index - Industrials,USD,PDG01RR,Real Time,RU2500V50,RU25V50P,.RU2500V50,,,
S,Russell 2500 Value Price Return Index - Real Estate,USD,PDG01RR,Real Time,RU2500V35,RU25V35P,.RU2500V35,,,
S,Russell 2500 Value Price Return Index - Technology,USD,PDG01RR,Real Time,RU2500V10,RU25V10P,.RU2500V10,,,
S,Russell 2500 Value Price Return Index - Telecommunications,USD,PDG01RR,Real Time,RU2500V15,RU25V15P,.RU2500V15,,,
S,Russell 2500 Value Price Return Index - Utilities,USD,PDG01RR,Real Time,RU2500V65,RU25V65P,.RU2500V65,,,
S,Russell 2500 Value Total Return Index - Basic Materials,USD,PDG01RR,Real Time,RU2500V55T,-,.RU2500V55T,,,
S,Russell 2500 Value Total Return Index - Consumer Discretionary,USD,PDG01RR,Real Time,RU2500V40T,-,.RU2500V40T,,,
S,Russell 2500 Value Total Return Index - Consumer Staples ,USD,PDG01RR,Real Time,RU2500V45T,-,.RU2500V45T,,,
S,Russell 2500 Value Total Return Index - Energy,USD,PDG01RR,Real Time,RU2500V60T,-,.RU2500V60T,,,
S,Russell 2500 Value Total Return Index - Financials,USD,PDG01RR,Real Time,RU2500V30T,-,.RU2500V30T,,,
S,Russell 2500 Value Total Return Index - Health Care ,USD,PDG01RR,Real Time,RU2500V20T,-,.RU2500V20T,,,
S,Russell 2500 Value Total Return Index - Industrials,USD,PDG01RR,Real Time,RU2500V50T,-,.RU2500V50T,,,
S,Russell 2500 Value Total Return Index - Real Estate,USD,PDG01RR,Real Time,RU2500V35T,-,.RU2500V35T,,,
S,Russell 2500 Value Total Return Index - Technology,USD,PDG01RR,Real Time,RU2500V10T,-,.RU2500V10T,,,
S,Russell 2500 Value Total Return Index - Telecommunications,USD,PDG01RR,Real Time,RU2500V15T,-,.RU2500V15T,,,
S,Russell 2500 Value Total Return Index - Utilities,USD,PDG01RR,Real Time,RU2500V65T,-,.RU2500V65T,,,
S,Russell 3000 Coal Subsector Index,USD,PDG01RR,Real Time,R3ICBCOA,-,.R3ICBCOA,,,
S,Russell 3000 Price Return Index - Telecommunications,USD,PDG01RR,Real Time,R3ICBTELE,-,.R3ICBTELE,,,
S,Russell 3000 Total Return Index - Telecommunications,USD,PDG01RR,Real Time,R3ICBTELET,-,.R3ICBTELET,,,
S,Russell 3000®,USD,PDG01RR,Real Time,RUA,RAY,.RUA,,,
S,Russell 3000® Dividend Growth Index,USD,PDG01RR,Real Time,R3DIVGRO,-,.R3DIVGRO,,,
S,Russell 3000® Dividend Growth Index,USD,PDG01RR,Real Time,R3DIVGRP,R3DIVGRP,.R3DIVGRP,,,
S,Russell 3000® Growth,USD,PDG01RR,Real Time,RAG,RAG,.RAG,,,
S,Russell 3000® Growth Total Return,USD,PDG01RR,Real Time,RAGTR,RU30GRTR,.RAGTRI,,,
S,Russell 3000® RGS Ind: Coal,USD,PDG01RR,Real Time,R3RGSCOAL,-,.R3RGSCOAL,,,
S,Russell 3000® Total Return,USD,PDG01RR,Real Time,RUATR,RU30INTR,.RUATU,,,
S,Russell 3000® Value,USD,PDG01RR,Real Time,RAV,RAV,.RAV,,,
S,Russell 3000® Value Total Return,USD,PDG01RR,Real Time,RAVTR,RU30VATR,.RAVTRI,,,
S,Russell Microcap,USD,PDG01RR,Real Time,RUMIC,RMICRO,.RUMIC,,,
S,Russell Microcap Growth,USD,PDG01RR,Real Time,RUMICG,-,.RUMICG,,,
S,Russell Microcap Growth Total  Return,USD,PDG01RR,Real Time,RUMICGTR,-,.RUMICGTR,,,
S,Russell Microcap Price Return Index - Real Estate,USD,PDG01RR,Real Time,RMICICBRE,-,.RMICICBRE,,,
S,Russell Microcap Price Return Index - Telecommunications,USD,PDG01RR,Real Time,RMICICBTELE,-,.RMICICBTELE,,,
S,Russell Microcap Total Return Index - Real Estate,USD,PDG01RR,Real Time,RMICICBRETR,-,.RMICICBRETR,,,
S,Russell Microcap Total Return Index - Telecommunications,USD,PDG01RR,Real Time,RMICICBTELET,-,.RMICICBTELET,,,
S,Russell Microcap Value,USD,PDG01RR,Real Time,RUMICV,-,.RUMICV,,,
S,Russell Microcap Value Total  Return,USD,PDG01RR,Real Time,RUMICVTR,-,.RUMICVTR,,,
S,Russell Midcap Price Return Index - Real Estate,USD,PDR01RR,Real Time,RMCGICBRE,RMICPRRE,.RMCGICBRE,,,
S,Russell Midcap Price Return Index - Telecommunications,USD,PDG01RR,Real Time,RMCGICBTELE,RMCGICBP,.RMCGICBTELE,,,
S,Russell Midcap Total Return Index - Real Estate,USD,PDG01RR,Real Time,RMCGICBRETR,RMIDRET,.RMCGICBRETR,,,
S,Russell Midcap Total Return Index - Telecommunications,USD,PDG01RR,Real Time,RMCGICBTELET,RMIDTELT,.RMCGICBTELET,,,
S,Russell Midcap Value Price Return Index - Basic Materials,USD,PDG01RR,Real Time,RMIDVL55,RMVL55P,.RMIDVL55,,,
S,Russell Midcap Value Price Return Index - Consumer Discretionary,USD,PDG01RR,Real Time,RMIDVL40,RMVL40P,.RMIDVL40,,,
S,Russell Midcap Value Price Return Index - Consumer Staples ,USD,PDG01RR,Real Time,RMIDVL45,RMVL45P,.RMIDVL45,,,
S,Russell Midcap Value Price Return Index - Energy,USD,PDG01RR,Real Time,RMIDVL60,RMVL60P,.RMIDVL60,,,
S,Russell Midcap Value Price Return Index - Financials,USD,PDG01RR,Real Time,RMIDVL30,RMVL30P,.RMIDVL30,,,
S,Russell Midcap Value Price Return Index - Industrials,USD,PDG01RR,Real Time,RMIDVL50,RMVL50P,.RMIDVL50,,,
S,Russell Midcap Value Price Return Index - Real Estate,USD,PDG01RR,Real Time,RMIDVL35,RMVL35P,.RMIDVL35,,,
S,Russell Midcap Value Price Return Index - Technology,USD,PDG01RR,Real Time,RMIDVL10,RMVL10P,.RMIDVL10,,,
S,Russell Midcap Value Price Return Index - Telecommunications,USD,PDG01RR,Real Time,RMIDVL15,RMVL15P,.RMIDVL15,,,
S,Russell Midcap Value Price Return Index - Utilities,USD,PDG01RR,Real Time,RMIDVL65,RMVL65P,.RMIDVL65,,,
S,Russell Midcap Value Total Return Index - Basic Materials,USD,PDG01RR,Real Time,RMIDVL55T,-,.RMIDVL55T,,,
S,Russell Midcap Value Total Return Index - Consumer Discretionary,USD,PDG01RR,Real Time,RMIDVL40T,-,.RMIDVL40T,,,
S,Russell Midcap Value Total Return Index - Consumer Staples ,USD,PDG01RR,Real Time,RMIDVL45T,-,.RMIDVL45T,,,
S,Russell Midcap Value Total Return Index - Energy,USD,PDG01RR,Real Time,RMIDVL60T,-,.RMIDVL60T,,,
S,Russell Midcap Value Total Return Index - Financials,USD,PDG01RR,Real Time,RMIDVL30T,-,.RMIDVL30T,,,
S,Russell Midcap Value Total Return Index - Industrials,USD,PDG01RR,Real Time,RMIDVL50T,-,.RMIDVL50T,,,
S,Russell Midcap Value Total Return Index - Real Estate,USD,PDG01RR,Real Time,RMIDVL35T,-,.RMIDVL35T,,,
S,Russell Midcap Value Total Return Index - Technology,USD,PDG01RR,Real Time,RMIDVL10T,-,.RMIDVL10T,,,
S,Russell Midcap Value Total Return Index - Telecommunications,USD,PDG01RR,Real Time,RMIDVL15T,-,.RMIDVL15T,,,
S,Russell Midcap Value Total Return Index - Utilities,USD,PDG01RR,Real Time,RMIDVL65T,-,.RMIDVL65T,,,
S,Russell Midcap®,USD,PDG01RR,Real Time,RMCC,RMC,.RMCC,,,
S,Russell Midcap® Equal Weight Index,USD,PDG01RR,Real Time,RMEMC,RURMEMC,.RMEMC,,,
S,Russell Midcap® Growth,USD,PDG01RR,Real Time,RMCCG,RDG,.RMCCG,,,
S,Russell Midcap® Pure Growth Price,USD,PDG01RR,Real Time,RMCPGROP,RMCPGROP,.RMCPGROP,,,
S,Russell Midcap® Pure Value Price,USD,PDG01RR,Real Time,RMCPVALP,RMCPVALP,.RMCPVALP,,,
S,Russell Midcap® Value,USD,PDG01RR,Real Time,RMCCV,RMV,.RMCCV,,,
S,Russell Mini 1000,USD,PDG01RR,Real Time,RUIMINI,-,.RUIMINI,,,
S,Russell Mini 2000,USD,PDG01RR,Real Time,RUTMINI,-,.RUTMINI,,,
S,Russell RAFI Developed ex-US Large Company ,USD,PDG01RR,Real Time,RUFDXULU,RUFDXULU,.RUFDXULU,,,
S,Russell RAFI Developed ex-US Large Company NR,USD,PDG01RR,Real Time,RUFDXLNU,RUFDXLNU,.RUFDXLNU,,,
S,Russell RAFI Developed ex-US Large Company TR,USD,PDG01RR,Real Time,RUFDXLTU,RUFDXLTU,.RUFDXLTU,,,
S,Russell RAFI Developed ex-US Small Company ,USD,PDG01RR,Real Time,RUFDXUSU,RUFDXUSU,.RUFDXUSU,,,
S,Russell RAFI Developed ex-US Small Company NR,USD,PDG01RR,Real Time,RUFDXSNU,RUFDXSNU,.RUFDXSNU,,,
S,Russell RAFI Developed ex-US Small Company TR,USD,PDG01RR,Real Time,RUFDXSTU,RUFDXSTU,.RUFDXSTU,,,
S,Russell RAFI Emerging Mkts  ,USD,PDG01RR,Real Time,RUFGEUSD,RUFGEUSD,.RUFGEUSD,,,
S,Russell RAFI Emerging Mkts Large Company ,USD,PDG01RR,Real Time,RUFGELU,RUFGELU,.RUFGELU,,,
S,Russell RAFI Emerging Mkts Large Company NR,USD,PDG01RR,Real Time,RUFGELNU,RUFGELNU,.RUFGELNU,,,
S,Russell RAFI Emerging Mkts Large Company TR,USD,PDG01RR,Real Time,RUFGELTU,RUFGELTU,.RUFGELTU,,,
S,Russell RAFI Global ex-US Select Real Estate Index,USD,PDG01RR,Real Time,RUFGXRE,-,.RUFGXRE,,,
S,Russell RAFI Global ex-US Select Real Estate Index Net Return,USD,PDG01RR,Real Time,RUFGXREN,-,.RUFGXREN,,,
S,Russell RAFI Global ex-US Select Real Estate Index Total Return,USD,PDG01RR,Real Time,RUFGXRET,-,.RUFGXRET,,,
S,Russell RAFI Global Select Real Estate Index,USD,PDG01RR,Real Time,RUFGURE,-,.RUFGURE,,,
S,Russell RAFI Global Select Real Estate Index Net Return,USD,PDG01RR,Real Time,RUFGUREN,-,.RUFGUREN,,,
S,Russell RAFI Global Select Real Estate Index Total Return,USD,PDG01RR,Real Time,RUFGURET,-,.RUFGURET,,,
S,Russell RAFI US  ,USD,PDG01RR,Real Time,RUFUSUSD,RUFUSUSD,.RUFUSUSD,,,
S,Russell RAFI US Large Company ,USD,PDG01RR,Real Time,RUFUSLU,RUFUSLU,.RUFUSLU,,,
S,Russell RAFI US Large Company Total Return,USD,PDG01RR,Real Time,RUFUSLTU,RUFUSLTU,.RUFUSLTU,,,
S,Russell RAFI US Select Real Estate Index,USD,PDG01RR,Real Time,RUFUSRE,-,.RUFUSRE,,,
S,Russell RAFI US Select Real Estate Index Net Return,USD,PDG01RR,Real Time,RUFUSREN,-,.RUFUSREN,,,
S,Russell RAFI US Select Real Estate Index Total Return,USD,PDG01RR,Real Time,RUFUSRET,-,.RUFUSRET,,,
S,Russell RAFI US Small Company ,USD,PDG01RR,Real Time,RUFUSSU,RUFUSSU,.RUFUSSU,,,
